did,rkey,time_us,time_iso,langs,text
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi3d4odzs2j,1750904926454712,2025-06-26T02:28:46.454712+00:00,en,"Discover ""Swiss Dagernost"" - the artisanal skincare collection using **100% natural vegan ingredients** sourced from pristine Swiss alps. Elevate your routine with mineral-rich formulas that Nourish, Defend & Glow with Swiss Precision. Swipe to l... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi3hqbfq22j,1750905081091121,2025-06-26T02:31:21.091121+00:00,en,"💁‍♀️ Amazon's clean beauty collection prioritizes clean, safe ingredients like USDA Certified Organic & Cruelty-Free products. Perfect for anyone looking to simplify their beauty routine 🌿💄 #SustainableBeauty #AmazonBeauty #CleanLiving Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4p4rdf4sdg4pfngmxhtesqao,3lsi3moil7k26,1750905248951934,2025-06-26T02:34:08.951934+00:00,en,"Pet food on Amazon is booming! 🐶🐱 With over 100K reviews and 5-star ratings, convenience meets quality. From vegan options to organic snacks, Amazon’s pet food selection is unmatched. Shop now for unbeatable deals and worry-free delivery! #PetCare #AmazonPets... buy from here: cutt.ly/KrECJilP"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi3mqffis2h,1750905249476002,2025-06-26T02:34:09.476002+00:00,en,"""Green beauty alert! Amazon's latest sustainable skincare lineup is a game-changer! From eco-friendly packaging to cruelty-free formulas, these products are redefining the industry. What's your favorite eco-conscious skincare brand? #AmazonSustainable #Skin... Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi3ppdr222j,1750905349454724,2025-06-26T02:35:49.454724+00:00,en,"💋 Blush revolutionizing makeup with its eco-friendly, cruelty-free formulas 🌱✨ #SustainableBeauty #EthicalMakeup #BlushFacts Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:nqn5hbh7dqi6iacubmgfbgoy,3lsi3prfvas2y,1750905355350563,2025-06-26T02:35:55.350563+00:00,en,"We spent a lot of time out today in the heat wave ☀️ happy to see friends in from the West Coast and enjoy vegan tacos & Gin Ritas at a Sag Harbor Favorite, K Pasa   #veganfood #tacos #plantbased #summereats"
did:plc:hud7xrjuj4ocdklngy3kjthv,3lsi3swjm7s2o,1750905461858232,2025-06-26T02:37:41.858232+00:00,en,"I'M A GAY ENLISTED PANAMA-SLOVAK FOLK, RAISED IN FOUR BOROUGHS, BEEN HOMELESS + HACKED, SURVIVED DRUG TRAFFICKINGS, MAKES VEGAN DUBSTEP, LIVES IN THE MOST DIVERSE CITY IN THE WORLD, BOPS TO TRANCE MUSIC AND SEVEN LIONS, AND PLAYS VIDEO GAMES ABOUT OUTER SPACE. YOU NAME IT I DONE IT. MORE TO COME."
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi3xo3nfc2h,1750905616452251,2025-06-26T02:40:16.452251+00:00,en,"""Lip oil game-changer! Amazon's best-kept secret: Amazon Lip Oil is a hydrating, non-sticky formula that nourishes & protects your pout. 95% natural ingredients, cruelty-free, and just $10.99! What's your go-to lip oil? #AmazonLipOil #NaturalBeau... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi3z3h2pc2h,1750905664261073,2025-06-26T02:41:04.261073+00:00,en,"""Game-changing beauty on a budget! e.l.f. Cosmetics revolutionizes the industry with affordable, cruelty-free, and vegan-friendly products. Their innovative formulas & eco-conscious packaging make them a favorite among Gen Z & beauty enthusiasts alike #elfcosm... Donate Us - pslk.net/amazonlink"
did:plc:x5fzjyxxmppcvhcd3qspuwsr,3lsi4cnnw6k2f,1750905984851675,2025-06-26T02:46:24.851675+00:00,en,www.theatlantic.com/culture/arch...  RP! @hyapatialee.bsky.social @lussoangel.bsky.social @jencousins.bsky.social @flwillregret22.bsky.social @vegankitty2.bsky.social @pxlefawn.bsky.social @edengk.bsky.social @geauxgabrielle.bsky.social @pukabear.bsky.social @jezebeldotcom.bsky.social @aclu.org
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi4exkozs2h,1750906062368334,2025-06-26T02:47:42.368334+00:00,en,"""Amazon's Haircare Revolution: From $10 shampoos to personalized hair health solutions. Discover the top Amazon haircare picks, from vegan to professional-grade, and the innovative brands making waves in the industry #AmazonHaircare #HairHealth"" Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi4fp5lbs2h,1750906086731437,2025-06-26T02:48:06.731437+00:00,en,"""Get the drama you deserve with Essence mascara, a game-changer in the under-$10 beauty space. Waterproof, volumizing, and cruelty-free, it's a must-try for any makeup lover on a budget #EssenceMascara #AffordableBeauty #MascaraGoals"" Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi4ixzd322h,1750906196559962,2025-06-26T02:49:56.559962+00:00,en,"""Unraveling Amazon's organic beauty secrets! From natural skincare to cruelty-free makeup, explore the best Amazon organic beauty products that prioritize eco-friendliness and sustainability without compromising on performance #AmazonOrganicBeauty #EcoFrien... Kindly read this: cutt.ly/RrRrE1NO"
did:plc:t37ref7pjwzs4baodavqhuz3,3lsi4j63ezs2g,1750906207472334,2025-06-26T02:50:07.472334+00:00,en,Just the way we like it !  1. Sautéed Vidalia onions 2. Red and yellow peppers  3. Bean medley  4. Plant-based steak  5. Tomatoes  6. Avocado  7. Mexican cheese  8. Sour Cream  9. Rice   Gone in a flash!
did:plc:pmkc42uqsuevjzc6idvpvbjp,3lsi4jynzqc2x,1750906231281793,2025-06-26T02:50:31.281793+00:00,en,"""I think that we can do better, though. We need a gay immigrant trans communist vegan from outer space to win the next election so they really lose their shit. I'm talking about levels of woke that will rip a hole in the space/time continuum."" ~ @humanistreport.bsky.social - in the linked video."
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi4o4br4s2r,1750906368765696,2025-06-26T02:52:48.765696+00:00,en,"Unlock the power of nature with regenerative beauty! This innovative approach harnesses plant-based ingredients to rejuvenate & heal your skin, promoting sustainable, ethical skincare. 🌱💚 Ready to make the switch? #RegenerativeBeauty #Sustainable... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi4oxmgf22r,1750906397462512,2025-06-26T02:53:17.462512+00:00,en,"Breaking news: Amazon just launched its line of eco-friendly skincare products! From biodegradable packaging to plant-based ingredients, these products are not only good for your skin but the planet too. #Sustainability #AmazonSkincare #GreenLiving Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi4peb7j22r,1750906411277862,2025-06-26T02:53:31.277862+00:00,en,"Step into the lush garden of Amazon organic beauty – where nature meets sustainability! Discover cruelty-free, eco-friendly skincare & makeup that loves your skin & the planet. Shop now & embrace your natural glow! 🌿✨ #AmazonOrganic #EcoBeauty #S... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:k7oai54qpmi247xhlc7npjac,3lsi4pru6hc2d,1750906422081944,2025-06-26T02:53:42.081944+00:00,en,his acting is phenomenal its hard to believe hes vegan
did:plc:53ckid4yswcrcvghhlxp36ji,3lsi4rwryfc2n,1750906498158805,2025-06-26T02:54:58.158805+00:00,en,Feeling sluggish or worn down? Fire Leaf Elixir helps energize your body AND support your immune system naturally!  Pre-order at Purplejadelux.com  #ImmuneSupport #NaturalEnergy #PlantBasedHealing #HerbalRemedies #HolisticHealth #PurpleJadeLux #DailyRitual #herbalmedicine #wellnessroutine #elixir
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi4vcce6s2h,1750906610555362,2025-06-26T02:56:50.555362+00:00,en,"Here's a Twitter post for Forbes:  ""Amazon's Sustainable Skincare Revolution: Discover eco-friendly brands on Amazon prioritizing natural ingredients, minimal waste & cruelty-free practices, transforming the beauty industry #amazon #sustainability #skincare"" Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi4ytf5x22f,1750906728565923,2025-06-26T02:58:48.565923+00:00,en,"Revolutionizing beauty with Amazon's organic line! 👋 Natural ingredients, cruelty-free, and all-in-one solutions 🌿 #AmazonBeauty #OrganicLife #GreenBeauty Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi4zcwpt22h,1750906744953495,2025-06-26T02:59:04.953495+00:00,en,"""Nail polish sales are soaring! Did you know the global market is projected to hit $13.4B by 2025? Consumers are driving demand for eco-friendly, long-lasting, and cruelty-free options. Who's leading the trend? #nailpolish #beautyindustry"" Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi4zdeyu22f,1750906745351949,2025-06-26T02:59:05.351949+00:00,en,"""K-beauty is revolutionizing the global skincare scene with innovative, plant-based formulations & portion-packed genius. From lip algae to probiotic serums, these Korean beauty secrets are transforming routines worldwide. #KBeauty #SkincareRevol... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi52nmgx22h,1750906789760401,2025-06-26T02:59:49.760401+00:00,en,"""Breaking down the affordable, cruelty-free magic of @e_l_f Cosmetics! With a price point under $10, this beauty brand is revolutionizing the industry. Discover why e.l.f. is a top choice for eco-conscious, budget-friendly beauty enthusiasts #eLF... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi54af56k2h,1750906843168748,2025-06-26T03:00:43.168748+00:00,en,"""Clean beauty meets convenience: Amazon's growing clean beauty market offers eco-conscious consumers over 10,000 cruelty-free & sustainable options, including best-sellers from brands like Burt's Bees & Ilia #AmazonCleanBeauty #SustainableSkincar... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi5cbghyc2h,1750907045262431,2025-06-26T03:04:05.262431+00:00,en,"""Amazon's Organic Beauty Boom: Discover the top-rated, eco-friendly skincare & makeup faves on Amazon, from natural moisturizers to cruelty-free cosmetics #AmazonOrganicBeauty #EcoFriendlyBeauty"" Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi5cvaurc2f,1750907066162307,2025-06-26T03:04:26.162307+00:00,en,"""🌞 Breaking: Amazon launches innovative sunscreen that doubles as skincare! Patented formula protects & hydrates. Perfect for busy shoppers who won't miss a sun block application. SPF 50 & plant-based ingredients. Try it now!"" 🧴✈️ #AmazonSunscreen #Skincare... Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi5dnrcdc2f,1750907091872648,2025-06-26T03:04:51.872648+00:00,en,"🌟Discover affordability made chic! 🌟 e.l.f. cosmetics offers luxury makeup at wallet-friendly prices. From wide palettes to vegan formulas, it's the go-to for trend-conscious beauty lovers. 💄💖 #ElfMakeup #AffordableBeauty #MakeupEditor️ Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi5guouuc2f,1750907199772248,2025-06-26T03:06:39.772248+00:00,en,Amazon shoppers are buzzing about clean beauty in 2024—met with everything from plant-based fragrances to sustainable packaging 🌱💚 #AmazonBeauty #CleanLiving #SustainableSkincare Donate Us - pslk.net/amazonlink
did:plc:fmi3jbndmqvweizu77hnozdy,3lsi5h4kfos2h,1750907208353290,2025-06-26T03:06:48.353290+00:00,en,Plant-based / Cell-cultivated should eliminate food inflation concerns
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi5ky6ghk2h,1750907337567523,2025-06-26T03:08:57.567523+00:00,en,"""Discover the beauty of e.l.f. cosmetics! This eco-friendly brand is revolutionizing the industry with cruelty-free, vegan-friendly products that are just as effective as their luxury counterparts. #elfcosmetics #sustainablebeauty"" Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi5peilz22f,1750907484668530,2025-06-26T03:11:24.668530+00:00,en,"Exploring Amazon's organic beauty range reveals a growing focus on cruelty-free, plant-based products. From skincare to haircare, discover nature's calm solution for your daily routine. #AmazonOrganicBeauty #BeautySustainable Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:lnlv4kj4adii6untdw37lwqc,3lsi5pze7c22z,1750907509465206,2025-06-26T03:11:49.465206+00:00,en,"Happy birthday week to @frenchpresswriter.bsky.social  🎉🎉🎉 I hope you have an amazing birthday with cats, vegan treats and Arcane!! Here's to many more years of collaborating together and being fandom wives!!!! ❤️❤️❤️  #silco #jinx  cw: Sexy Jilco times!"
did:plc:xlpg5ojidair4c2iwjgz6w4b,3lsi5rmmpf22c,1750907572091771,2025-06-26T03:12:52.091771+00:00,en,P much all vegan haul except for the Earl grey ice cream and the bread bc all I needed for the coming week is odds and ends to supplement what I have  Second pic is the vegan items that are the reason I go to PCC from time to time even if it can be pricier
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi5s4roe22f,1750907577771801,2025-06-26T03:12:57.771801+00:00,en,"Amazon is revolutionizing clean beauty with innovative, cruelty-free products that meet environmental standards while providing exceptional skincare benefits. 🌿💆‍♀️ #CleanBeauty #AmazonTrends Kindly read this: cutt.ly/RrRrE1NO"
did:plc:hud7xrjuj4ocdklngy3kjthv,3lsi5vrma5c2o,1750907704850712,2025-06-26T03:15:04.850712+00:00,en,"I'M A GAY ENLISTED PANAMANIAN SLOVAK DUDE, FOSTER CARE + DRUG TRAFFICKING SURVIVOR, HOMELESS + ALONE HALF MY LIFE, JUGGLED PUBLIC SECTOR + BUILDING KIDDIE COASTERS, I MAKE VEGAN EDM, LIVE IN THE MOST DIVERSE CITY, BOP TO TRANCE + SEVEN LIONS, AND PLAY A SPACESHIP VIDEO GAME. BEEN THERE, MORE TO COME"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi5xpyrs22z,1750907765163295,2025-06-26T03:16:05.163295+00:00,en,"Sustainability meets beauty with Amazon's organic line, where nature meets innovation. Discover cruelty-free formulas tested on humans, not animals. Dive into eco-friendly luxury with Amazon's #OrganicBeauty collection today! 💚✨ #sustainablebea... Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi5xxhy3k2z,1750907772979605,2025-06-26T03:16:12.979605+00:00,en,"Amazon launches #CleanBeauty line with 100% eco-friendly, cruelty-free products. Sustainable skincare for all! 💚🌿 Shop now at amazon.com/cleanbeauty. #SustainableLiving #AmazonShop Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:q7suwaz53ztc4mbiqyygbn43,3lsi5xyzd6s2j,1750907774950034,2025-06-26T03:16:14.950034+00:00,en,I burnt up my vegan cinnamon roll from IKEA by thinking it should take 2 minutes to heat in the microwave 😢
did:plc:r55js5ott4cpmvspsgr6ctkx,3lsi5zusoq22g,1750907836054864,2025-06-26T03:17:16.054864+00:00,en,"Is their suffering really worth the dairy that you consume? Especially when there are so many delicious, plant based, cruelty-free alternatives? Please think of them! ❤️ #CompassionOverCruelty #Veganism #CrueltyFree #PlantBased"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi5zvcvbs2z,1750907838469484,2025-06-26T03:17:18.469484+00:00,en,"🌱 Amazon stocks cruelty-free & vegan skincare pioneered by Noorpura Farming Co., India's eco-first skincare maven. Shop sustainably: amazon.com/skincare 🌍 #SustainableSkincare #EcoFriendlyBeauty Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi63f3u222h,1750907888480744,2025-06-26T03:18:08.480744+00:00,en,"""Nail polish game changers! New Generation Eco-Friendly Formulas use plant-based ingredients, reduce VOCs & are cruelty-free! Brands like Honeybee Gardens & Priti NYC are leading the charge. Is your nail polish harming the planet? #EcoFriendly #SustainableBeau... Donate Us - pslk.net/amazonlink"
did:plc:g5o4liubfrfn4kwii57jxv6h,3lsi63tdk322j,1750907902987709,2025-06-26T03:18:22.987709+00:00,en,WORKING VERY HARD GOING TO POST IN MAYBE TEN-TWENTY MINUTES but hey in the meantime can vegan maids use feather dusters?
did:plc:p7dyhkc2rcmhqthrghdgu74i,3lsi65tg7622c,1750907970555318,2025-06-26T03:19:30.555318+00:00,en,I went to park yoga and then cooked vegan quesadillas. I am so relaxed but I have paperwork to do before bed
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi6bv7occ2z,1750908106370296,2025-06-26T03:21:46.370296+00:00,en,"🌱✨ Breaking: #Amazon unveils NEW sustainable skincare line! From plant-based ingredients to recyclable packaging, eco-friendly beauty is now within everyone's reach. 💕♻️ Find out how they're leading the way in sustainability! #GreenBeauty #SustainableLiving #A... Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi6ed47zc2h,1750908188469286,2025-06-26T03:23:08.469286+00:00,en,"""Amazon's game-changing sustainable skincare lineup! From refillable packaging to cruelty-free formulas, the e-commerce giant's eco-friendly beauty brands are revolutionizing the industry. Who's ready to make the switch? #SustainableSkincare #Ama... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:r6qbbte32wrz2xrjezl5bjrs,3lsi6mg5a2s2x,1750908466651389,2025-06-26T03:27:46.651389+00:00,en,Welcoming Elsy & Semaan for a winetasting on their wedding anniversary. Congratulations   Domaine Wardy - Bottled Harmony   #bottledharmony #wine #winetasting #redwime #rosewine #whitewine #sustainablewine #veganwine #awardwinningwine #premiumwine #lebanesewine #zahle #beqaa #lebanon #familybusiness
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi6mzey622z,1750908480376573,2025-06-26T03:28:00.376573+00:00,en,"🌟Introducing e.l.f. Cosmetics - your go-to for affordable beauty without compromising on quality! Zero waste formulas, cruelty-free, and packed with radiance. Perfect for skincare newbies and beauty pros alike. Now available at your nearest dru... Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi6o3q23k2z,1750908515669182,2025-06-26T03:28:35.669182+00:00,en,"Amazon has unveiled a new sustainable beauty line, crafted with eco-friendly packaging and cruelty-free ingredients. Perfect for those seeking green beauty solutions. 🌿✨ #AmazonCleanBeauty #EcoMakeup Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi6ucbgok2n,1750908724252773,2025-06-26T03:32:04.252773+00:00,en,"Our top-scoring search query points to a premium body lotion that's hydrating gold without compromising ethics. As an eco-conscious Black-owned brand, it's cruelty-free and packed with organic ingredients in a luxurious formula that smells amaz... Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi73i7mls2h,1750908965560889,2025-06-26T03:36:05.560889+00:00,en,"""Cleaning up your routine with Amazon's best-kept secret: makeup remover wipes! With 99.9% purity & oil-free, these wipes gently remove even waterproof makeup. Plus, they're cruelty-free & vegan-friendly. Your skin (and the planet) will thank y... Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi73mf7yc2n,1750908969350093,2025-06-26T03:36:09.350093+00:00,en,"🌱🚀 Discover nature's finest at Amazon Organic Beauty – revolutionizing skincare with pure, cruelty-free ingredients! 🛒✨ #OrganicBeauty #SustainableSkincare #AmazonOrganic Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi73z3jws2n,1750908982662948,2025-06-26T03:36:22.662948+00:00,en,"""Revolutionizing lash love, Essence mascara is transforming the art of curl & volume. With its innovative formula & intuitive wand, it delivers a stunning all-day wear while being cruelty-free. Say goodbye to dry, clumpy lashes! � mascara✨ #EssenceMascara #Las... Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi77gumv22n,1750909097788961,2025-06-26T03:38:17.788961+00:00,en,"New launch: The ultimate brow pencil for precise, long-lasting definition! ✔️ cruelty-free, ✨ matte finish. Try it today 🌟 #browstreak #makeuphamper Donate Us - pslk.net/amazonlink"
did:plc:lwdsddbxxya25isfqkey76a7,3lsi7a4gj2k2i,1750909124655414,2025-06-26T03:38:44.655414+00:00,en,"Hello, Here is a friend link from Danielle of ""Plant Based Past,"" Forager's ""Chocolate"": Linden--A Botanical History.""  ""Lindens were associated with truth and justice, as it was believed that you could not tell a lie beneath a linden tree.""  Can we plant them in D.C.? medium.com/plant-based-..."
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi7c34fjs2h,1750909186655216,2025-06-26T03:39:46.655216+00:00,en,"""Revolutionizing affordable beauty! e.l.f. Cosmetics democratizes high-quality makeup, offering over 300 products at unbeatable prices. From cruelty-free to sustainable packaging, their commitment to inclusivity shines. #elfcosmetics #affordablebeauty #sust... Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi7eli5gk2n,1750909270482790,2025-06-26T03:41:10.482790+00:00,en,"🌟 New Amazon lip oil delivers 🦄 luxurious hydration! ✨ Hypoallergenic & cruelty-free, it's the ultimate glow booster. 💄 #AmazonBeauty #LipCare #SelfCare Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi7hdycdk2n,1750909363485677,2025-06-26T03:42:43.485677+00:00,en,"🌸💄 New beauty trend: Rosy cheeks without the pain! Introducing the blush brush—effortlessly painted radiance in a snap. Say goodbye to harsh tones & hello to natural, glowing skin. Très chic & cruelty-free ✨ Let’s embrace our inner sun-kissed glo... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi7katbms2h,1750909460779079,2025-06-26T03:44:20.779079+00:00,en,"""Boosting beauty without harm! Amazon's organic beauty market is on the rise. From natural skincare to cruelty-free makeup, discover the eco-friendly products changing the game #AmazonOrganicBeauty #SustainableSkincare"" Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi7mer5422h,1750909531853800,2025-06-26T03:45:31.853800+00:00,en,"""Amazon's Green Skincare Shift: How the e-commerce giant is making sustainable beauty accessible & affordable. From eco-friendly packaging to plant-based formulas, Amazon's taking a big step towards a greener beauty routine. #AmazonSustainability #GreenSkincar... Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi7mxmsic2n,1750909551559314,2025-06-26T03:45:51.559314+00:00,en,"""Discover the game-changing Amazon nail care line—finally accessible & affordable! Hypoallergenic, vegan & packed with hydrating ingredients. Say bye to brittle nails! 💅🌟 #AmazonBeauty #NailCare"" Kindly read this: cutt.ly/RrRrE1NO"
did:plc:ugng3zgon5xp3u3h3t3dtinb,3lsi7qrankc2w,1750909684550300,2025-06-26T03:48:04.550300+00:00,en,Fresh picked tonight. Our garden is loved & gives us magic & food. #homegrown #freshveggies #containergardening #vegan
did:plc:o6ggjvnj4ze3mnrpnv5oravg,3lsi7v426l32d,1750909825863090,2025-06-26T03:50:25.863090+00:00,en,"Feed: ""Plant-Based on a Budget"" By: Toni Okamoto on Wednesday, June 25, 2025"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsi7x3fpcs2n,1750909891369261,2025-06-26T03:51:31.369261+00:00,en,"Amazon to unveil new waves of clean beauty brands with sustainability-focused products. Amazon Beauty will curate an eco-friendly lineup from boutique brands making a difference. Expect 100+ natural, organic, and cruelty-free launches this month. For clean bea... Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsia27acu225,1750909995766385,2025-06-26T03:53:15.766385+00:00,en,"Just dropped by #ELFCosmetics and the sheer range of vegan & cruelty-free options is unreal! From impactful palettes to budget-friendly gems, leveling up your look has never been more accessible. 💄✨ #BeautySimplified #SustainableGlam Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsia34a6b225,1750910026612506,2025-06-26T03:53:46.612506+00:00,en,Thrilled to share Amazon's new sustainable skincare line launched today! Using eco-friendly packaging & cruelty-free ingredients. Stand out in a green skincare space. #SustainableSkincare #AmazonBeGood Kindly read this: cutt.ly/RrRrE1NO
did:plc:4g72hsk4s3zvybpm5di373tb,3lsiaa3wems25,1750910193653889,2025-06-26T03:56:33.653889+00:00,en,Amazon's clean beauty Revolution: The future of skincare is cruelty-free and sustainable. 👐 #AmazonCleanBeauty #SustainableSkincare Donate Us - pslk.net/amazonlink
did:plc:4g72hsk4s3zvybpm5di373tb,3lsiaaxyrnk2h,1750910223653321,2025-06-26T03:57:03.653321+00:00,en,"""Revolutionizing Beauty: Eco-Friendly Nail Polish Brands to Watch! From vegan to cruelty-free, discover the game-changing labels making a splash in the industry #NailPolish #EcoFriendly #SustainableBeauty"" Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsiactsb3s25,1750910286995816,2025-06-26T03:58:06.995816+00:00,en,amazon is revolutionizing hair care with their latest range of plant-based products doing good and looking good #sustainability #amznhaircare 🌿✨ Cheap & High Quality Makeup: cutt.ly/FrRrWxtI
did:plc:tbjop7gpu4lbekrq5itn2uoe,3lsiahgdwgk2l,1750910446058183,2025-06-26T04:00:46.058183+00:00,en,"Stuffed zucchini! With vegan spicy sausage and cottage cheese. I could (did) eat the filling with a spoon, lol. www.liveeatlearn.com/vegetarian-s..."
did:plc:totdije72756d5ypz3hg72ez,3lsiakgttvs22,1750910539465906,2025-06-26T04:02:19.465906+00:00,en,"in 2021, vegan Taissa definitely visited dirt candy in NYC and left disappointed #yellowjackets"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsiaprlslk25,1750910719681154,2025-06-26T04:05:19.681154+00:00,en,"Trendy drugstore makeup is proving that minimalist beauty doesn’t have to come with a premium price tag. Vegan, cruelty-free, vegan & affordable - SECURE myself some 💄 This weekend! Check out these must-try items: drugstorebeauty.com Must-Checkout mak... Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsiargu3p225,1750910775964960,2025-06-26T04:06:15.964960+00:00,en,"Just launched Amazon Organic Beauty Collection! 🌿 New minimal packaging options featuring vegan, cruelty-free, and sustainable products. Shop now for a cleaner, greener beauty routine! #AmazonBeauty #EcoFriendly #SustainableLiving Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsiatkwfqs2h,1750910847680613,2025-06-26T04:07:27.680613+00:00,en,"""Unlock Youthful Vitality! Amazon's Anti-Aging Secrets Exposed. From retinol serums to plant-based supplements, discover the top Amazon picks for a radiant, age-defying glow. #AmazonAntiAging #AntiAgingSecrets"" Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsiatyqj7k2h,1750910861365869,2025-06-26T04:07:41.365869+00:00,en,"""Amazon's Beauty Game Stronger Than Ever! Discover top-rated, cruelty-free makeup faves on Amazon, from foundations to eyeshadows. Get ready to glow with Amazon's vast beauty selection, often with Prime shipping & customer reviews #AmazonMakeup... Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lsiawpz5hs2h,1750910952855270,2025-06-26T04:09:12.855270+00:00,en,"""Amazon's clean beauty line is redefining affordable, non-toxic skincare! From cruelty-free to vegan, it's a must-have for health-conscious shoppers."" 🌱💧 #CleanBeauty #AmazonBeauty #EthicalSkincare"" Donate Us - pslk.net/amazonlink"
did:plc:3okgnatffty5lpvnjzyuonds,3lsiaybc7c22x,1750911011655492,2025-06-26T04:10:11.655492+00:00,en,"Mediterranean-style oven roasted Portobello Mushrooms – a quick and zesty meal, ready in about 30 minutes  theeuropeandish.com/mediterranea...  #portobellos #appetizer #sidedish #recipe #vegetarian #vegan #easy #mushrooms"
